time,open,high,low,close
2006-03-08,4.57399988,4.57399988,4.57399988,4.57399988
2006-03-09,4.55700016,4.55700016,4.55700016,4.55700016
2006-03-13,4.58599997,4.58599997,4.58599997,4.58599997
2006-03-14,4.57399988,4.57399988,4.57399988,4.57399988
2006-03-15,4.579,4.579,4.579,4.579
2006-03-16,4.58799982,4.58799982,4.58799982,4.58799982
2006-03-20,4.6170001,4.6170001,4.6170001,4.6170001
2006-03-21,4.65100002,4.65100002,4.65100002,4.65100002
2006-03-22,4.67700005,4.67700005,4.67700005,4.67700005
2006-03-23,4.65600014,4.65600014,4.65600014,4.65600014
2006-03-28,4.60200024,4.60200024,4.60200024,4.60200024
2006-03-29,4.61499977,4.61499977,4.61499977,4.61499977
2006-03-30,4.59899998,4.59899998,4.59899998,4.59899998
2006-03-31,4.59399986,4.59399986,4.59399986,4.59399986
2006-04-03,4.59700012,4.59700012,4.59700012,4.59700012
2006-04-04,4.65100002,4.65100002,4.65100002,4.65100002
2006-04-05,4.65600014,4.65600014,4.65600014,4.65600014
2006-04-06,4.65600014,4.65600014,4.65600014,4.65600014
2006-04-10,4.66900015,4.66900015,4.66900015,4.66900015
2006-04-11,4.67700005,4.67700005,4.67700005,4.67700005
2006-04-12,4.67700005,4.67700005,4.67700005,4.67700005
2006-04-17,4.6789999,4.6789999,4.6789999,4.6789999
2006-04-18,4.69000006,4.69000006,4.69000006,4.69000006
2006-04-19,4.70300007,4.70300007,4.70300007,4.70300007
2006-04-20,4.69700003,4.69700003,4.69700003,4.69700003
2006-04-24,4.72599983,4.72599983,4.72599983,4.72599983
2006-04-25,4.74499989,4.74499989,4.74499989,4.74499989
2006-04-26,4.76000023,4.76000023,4.76000023,4.76000023
2006-04-27,4.76999998,4.76999998,4.76999998,4.76999998
2006-05-01,4.75199986,4.75199986,4.75199986,4.75199986
2006-05-02,4.77299976,4.77299976,4.77299976,4.77299976
2006-05-03,4.79699993,4.79699993,4.79699993,4.79699993
2006-05-04,4.78599977,4.78599977,4.78599977,4.78599977
2006-05-08,4.79899979,4.79899979,4.79899979,4.79899979
2006-05-09,4.85400009,4.85400009,4.85400009,4.85400009
2006-05-10,4.85400009,4.85400009,4.85400009,4.85400009
2006-05-11,4.80600023,4.80600023,4.80600023,4.80600023
2006-05-15,4.79899979,4.79899979,4.79899979,4.79899979
2006-05-16,4.84299994,4.84299994,4.84299994,4.84299994
2006-05-17,4.81699991,4.81699991,4.81699991,4.81699991
2006-05-18,4.80100012,4.80100012,4.80100012,4.80100012
2006-05-22,4.78800011,4.78800011,4.78800011,4.78800011
2006-05-23,4.79899979,4.79899979,4.79899979,4.79899979
2006-05-24,4.81699991,4.81699991,4.81699991,4.81699991
2006-05-25,4.80600023,4.80600023,4.80600023,4.80600023
2006-05-30,4.79799986,4.79799986,4.79799986,4.79799986
2006-05-31,4.80200005,4.80200005,4.80200005,4.80200005
2006-06-01,4.81699991,4.81699991,4.81699991,4.81699991
2006-06-05,4.79300022,4.79300022,4.79300022,4.79300022
2006-06-06,4.81400013,4.81400013,4.81400013,4.81400013
2006-06-07,4.83799982,4.83799982,4.83799982,4.83799982
2006-06-08,4.83799982,4.83799982,4.83799982,4.83799982
2006-06-12,4.87099981,4.87099981,4.87099981,4.87099981
2006-06-13,4.88199997,4.88199997,4.88199997,4.88199997
2006-06-14,4.88000011,4.88000011,4.88000011,4.88000011
2006-06-15,4.8119998,4.8119998,4.8119998,4.8119998
2006-06-19,4.84000015,4.84000015,4.84000015,4.84000015
2006-06-20,4.88700008,4.88700008,4.88700008,4.88700008
2006-06-21,4.91099977,4.91099977,4.91099977,4.91099977
2006-06-22,4.88899994,4.88899994,4.88899994,4.88899994
2006-06-26,4.94899988,4.94899988,4.94899988,4.94899988
2006-06-27,5.01000023,5.01000023,5.01000023,5.01000023
2006-06-28,5.01999998,5.01999998,5.01999998,5.01999998
2006-06-29,4.9829998,4.9829998,4.9829998,4.9829998
2006-07-05,4.99399996,4.99399996,4.99399996,4.99399996
2006-07-06,4.98799992,4.98799992,4.98799992,4.98799992
2006-07-10,4.99100018,4.99100018,4.99100018,4.99100018
2006-07-11,5.02199984,5.02199984,5.02199984,5.02199984
2006-07-12,5.046,5.046,5.046,5.046
2006-07-13,5.04500008,5.04500008,5.04500008,5.04500008
2006-07-17,5.03700018,5.03700018,5.03700018,5.03700018
2006-07-18,5.07399988,5.07399988,5.07399988,5.07399988
2006-07-19,5.09800005,5.09800005,5.09800005,5.09800005
2006-07-20,5.07600021,5.07600021,5.07600021,5.07600021
2006-07-24,5.05800009,5.05800009,5.05800009,5.05800009
2006-07-25,5.08900023,5.08900023,5.08900023,5.08900023
2006-07-26,5.09800005,5.09800005,5.09800005,5.09800005
2006-07-27,5.0710001,5.0710001,5.0710001,5.0710001
2006-07-31,5.04799986,5.04799986,5.04799986,5.04799986
2006-08-01,5.07399988,5.07399988,5.07399988,5.07399988
2006-08-02,5.08799982,5.08799982,5.08799982,5.08799982
2006-08-03,5.09200001,5.09200001,5.09200001,5.09200001
2006-08-07,5.06799984,5.06799984,5.06799984,5.06799984
2006-08-08,5.09299994,5.09299994,5.09299994,5.09299994
2006-08-09,5.0619998,5.0619998,5.0619998,5.0619998
2006-08-10,5.03999996,5.03999996,5.03999996,5.03999996
2006-08-14,5.05800009,5.05800009,5.05800009,5.05800009
2006-08-15,5.08199978,5.08199978,5.08199978,5.08199978
2006-08-16,5.0619998,5.0619998,5.0619998,5.0619998
2006-08-17,5.05000019,5.05000019,5.05000019,5.05000019
2006-08-21,5.06799984,5.06799984,5.06799984,5.06799984
2006-08-22,5.07800007,5.07800007,5.07800007,5.07800007
2006-08-23,5.08799982,5.08799982,5.08799982,5.08799982
2006-08-24,5.07700014,5.07700014,5.07700014,5.07700014
2006-08-28,5.05800009,5.05800009,5.05800009,5.05800009
2006-08-29,5.0619998,5.0619998,5.0619998,5.0619998
2006-08-30,5.04099989,5.04099989,5.04099989,5.04099989
2006-08-31,5.03000021,5.03000021,5.03000021,5.03000021
2006-09-05,4.96400023,4.96400023,4.96400023,4.96400023
2006-09-06,4.94700003,4.94700003,4.94700003,4.94700003
2006-09-07,4.94700003,4.94700003,4.94700003,4.94700003
2006-09-11,4.92399979,4.92399979,4.92399979,4.92399979
2006-09-12,4.88500023,4.88500023,4.88500023,4.88500023
2006-09-13,4.88500023,4.88500023,4.88500023,4.88500023
2006-09-14,4.88899994,4.88899994,4.88899994,4.88899994
2006-09-18,4.91800022,4.91800022,4.91800022,4.91800022
2006-09-19,4.93200016,4.93200016,4.93200016,4.93200016
2006-09-20,4.91599989,4.91599989,4.91599989,4.91599989
2006-09-21,4.90500021,4.90500021,4.90500021,4.90500021
2006-09-25,4.90700006,4.90700006,4.90700006,4.90700006
2006-09-26,4.875,4.875,4.875,4.875
2006-09-27,4.86399984,4.86399984,4.86399984,4.86399984
2006-09-28,4.84299994,4.84299994,4.84299994,4.84299994
2006-10-02,4.87099981,4.87099981,4.87099981,4.87099981
2006-10-03,4.86000013,4.86000013,4.86000013,4.86000013
2006-10-04,4.89499998,4.89499998,4.89499998,4.89499998
2006-10-05,4.9000001,4.9000001,4.9000001,4.9000001
2006-10-09,5.00199986,5.00199986,5.00199986,5.00199986
2006-10-10,4.92799997,4.92799997,4.92799997,4.92799997
2006-10-11,4.98400021,4.98400021,4.98400021,4.98400021
2006-10-12,5.00400019,5.00400019,5.00400019,5.00400019
2006-10-16,5.02699995,5.02699995,5.02699995,5.02699995
2006-10-17,5.05700016,5.05700016,5.05700016,5.05700016
2006-10-18,5.07700014,5.07700014,5.07700014,5.07700014
2006-10-19,5.0710001,5.0710001,5.0710001,5.0710001
2006-10-23,5.07399988,5.07399988,5.07399988,5.07399988
2006-10-24,5.09899998,5.09899998,5.09899998,5.09899998
2006-10-25,5.11399984,5.11399984,5.11399984,5.11399984
2006-10-26,5.09700012,5.09700012,5.09700012,5.09700012
2006-10-30,5.07299995,5.07299995,5.07299995,5.07299995
2006-10-31,5.06799984,5.06799984,5.06799984,5.06799984
2006-11-01,5.05100012,5.05100012,5.05100012,5.05100012
2006-11-02,5.05600023,5.05600023,5.05600023,5.05600023
2006-11-06,5.08400011,5.08400011,5.08400011,5.08400011
2006-11-07,5.07800007,5.07800007,5.07800007,5.07800007
2006-11-08,5.09299994,5.09299994,5.09299994,5.09299994
2006-11-09,5.09000015,5.09000015,5.09000015,5.09000015
2006-11-13,5.07399988,5.07399988,5.07399988,5.07399988
2006-11-14,5.07299995,5.07299995,5.07299995,5.07299995
2006-11-15,5.07700014,5.07700014,5.07700014,5.07700014
2006-11-16,5.07600021,5.07600021,5.07600021,5.07600021
2006-11-20,5.04799986,5.04799986,5.04799986,5.04799986
2006-11-21,5.04699993,5.04699993,5.04699993,5.04699993
2006-11-27,5.01599979,5.01599979,5.01599979,5.01599979
2006-11-28,5.02600002,5.02600002,5.02600002,5.02600002
2006-11-29,5.01999998,5.01999998,5.01999998,5.01999998
2006-11-30,5.01399994,5.01399994,5.01399994,5.01399994
2006-12-04,4.99100018,4.99100018,4.99100018,4.99100018
2006-12-05,4.97399998,4.97399998,4.97399998,4.97399998
2006-12-06,4.97300005,4.97300005,4.97300005,4.97300005
2006-12-07,4.96199989,4.96199989,4.96199989,4.96199989
2006-12-11,4.92799997,4.92799997,4.92799997,4.92799997
2006-12-12,4.91699982,4.91699982,4.91699982,4.91699982
2006-12-13,4.921,4.921,4.921,4.921
2006-12-14,4.921,4.921,4.921,4.921
2006-12-18,4.8920002,4.8920002,4.8920002,4.8920002
2006-12-19,4.9380002,4.9380002,4.9380002,4.9380002
2006-12-20,4.94700003,4.94700003,4.94700003,4.94700003
2006-12-21,4.94700003,4.94700003,4.94700003,4.94700003
2006-12-26,4.95900011,4.95900011,4.95900011,4.95900011
2006-12-27,4.96299982,4.96299982,4.96299982,4.96299982
2006-12-28,4.96700001,4.96700001,4.96700001,4.96700001
2007-01-02,4.98999977,4.98999977,4.98999977,4.98999977
2007-01-03,5.04099989,5.04099989,5.04099989,5.04099989
2007-01-04,5.02400017,5.02400017,5.02400017,5.02400017
2007-01-08,5.04300022,5.04300022,5.04300022,5.04300022
2007-01-09,5.0619998,5.0619998,5.0619998,5.0619998
2007-01-10,5.06699991,5.06699991,5.06699991,5.06699991
2007-01-11,5.07600021,5.07600021,5.07600021,5.07600021
2007-01-16,5.07800007,5.07800007,5.07800007,5.07800007
2007-01-17,5.09800005,5.09800005,5.09800005,5.09800005
2007-01-18,5.10200024,5.10200024,5.10200024,5.10200024
2007-01-22,5.11000013,5.11000013,5.11000013,5.11000013
2007-01-23,5.11399984,5.11399984,5.11399984,5.11399984
2007-01-24,5.11899996,5.11899996,5.11899996,5.11899996
2007-01-25,5.12300014,5.12300014,5.12300014,5.12300014
2007-01-29,5.11000013,5.11000013,5.11000013,5.11000013
2007-01-30,5.125,5.125,5.125,5.125
2007-01-31,5.10300016,5.10300016,5.10300016,5.10300016
2007-02-01,5.09700012,5.09700012,5.09700012,5.09700012
2007-02-05,5.11499977,5.11499977,5.11499977,5.11499977
2007-02-06,5.13500023,5.13500023,5.13500023,5.13500023
2007-02-07,5.13999987,5.13999987,5.13999987,5.13999987
2007-02-08,5.14400005,5.14400005,5.14400005,5.14400005
2007-02-12,5.14099979,5.14099979,5.14099979,5.14099979
2007-02-13,5.14599991,5.14599991,5.14599991,5.14599991
2007-02-14,5.13999987,5.13999987,5.13999987,5.13999987
2007-02-15,5.13899994,5.13899994,5.13899994,5.13899994
2007-02-20,5.16099977,5.16099977,5.16099977,5.16099977
2007-02-21,5.15999985,5.15999985,5.15999985,5.15999985
2007-02-22,5.15999985,5.15999985,5.15999985,5.15999985
2007-02-26,5.15700006,5.15700006,5.15700006,5.15700006
2007-02-27,5.10900021,5.10900021,5.10900021,5.10900021
2007-02-28,5.11399984,5.11399984,5.11399984,5.11399984
2007-03-01,5.09700012,5.09700012,5.09700012,5.09700012
2007-03-05,5.07399988,5.07399988,5.07399988,5.07399988
2007-03-06,5.08300018,5.08300018,5.08300018,5.08300018
2007-03-07,5.08199978,5.08199978,5.08199978,5.08199978
2007-03-08,5.07600021,5.07600021,5.07600021,5.07600021
2007-03-12,5.06799984,5.06799984,5.06799984,5.06799984
2007-03-13,5.04699993,5.04699993,5.04699993,5.04699993
2007-03-14,5.04099989,5.04099989,5.04099989,5.04099989
2007-03-15,5.01900005,5.01900005,5.01900005,5.01900005
2007-03-19,5.00600004,5.00600004,5.00600004,5.00600004
2007-03-20,5.03100014,5.03100014,5.03100014,5.03100014
2007-03-21,5.03000021,5.03000021,5.03000021,5.03000021
2007-03-22,5.0250001,5.0250001,5.0250001,5.0250001
2007-03-26,5.04300022,5.04300022,5.04300022,5.04300022
2007-03-27,5.01000023,5.01000023,5.01000023,5.01000023
2007-03-28,5.0250001,5.0250001,5.0250001,5.0250001
2007-03-29,5.03000021,5.03000021,5.03000021,5.03000021
2007-04-02,5.01599979,5.01599979,5.01599979,5.01599979
2007-04-03,5.02600002,5.02600002,5.02600002,5.02600002
2007-04-04,5.0250001,5.0250001,5.0250001,5.0250001
2007-04-09,5.00099993,5.00099993,5.00099993,5.00099993
2007-04-10,4.97399998,4.97399998,4.97399998,4.97399998
2007-04-11,4.99900007,4.99900007,4.99900007,4.99900007
2007-04-12,5.00400019,5.00400019,5.00400019,5.00400019
2007-04-16,4.98500013,4.98500013,4.98500013,4.98500013
2007-04-17,4.97900009,4.97900009,4.97900009,4.97900009
2007-04-18,4.96799994,4.96799994,4.96799994,4.96799994
2007-04-19,4.96199989,4.96199989,4.96199989,4.96199989
2007-04-23,4.954,4.954,4.954,4.954
2007-04-24,4.94799995,4.94799995,4.94799995,4.94799995
2007-04-25,4.94199991,4.94199991,4.94199991,4.94199991
2007-04-26,4.92600012,4.92600012,4.92600012,4.92600012
2007-04-30,4.83500004,4.83500004,4.83500004,4.83500004
2007-05-01,4.875,4.875,4.875,4.875
2007-05-02,4.86999989,4.86999989,4.86999989,4.86999989
2007-05-03,4.86899996,4.86899996,4.86899996,4.86899996
2007-05-07,4.84499979,4.84499979,4.84499979,4.84499979
2007-05-08,4.875,4.875,4.875,4.875
2007-05-09,4.84800005,4.84800005,4.84800005,4.84800005
2007-05-10,4.83199978,4.83199978,4.83199978,4.83199978
2007-05-14,4.80900002,4.80900002,4.80900002,4.80900002
2007-05-15,4.79199982,4.79199982,4.79199982,4.79199982
2007-05-16,4.72399998,4.72399998,4.72399998,4.72399998
2007-05-17,4.72300005,4.72300005,4.72300005,4.72300005
2007-05-21,4.82499981,4.88199997,4.8039999,4.8039999
2007-05-22,4.8670001,4.8670001,4.8670001,4.8670001
2007-05-23,4.88000011,4.88000011,4.88000011,4.88000011
2007-05-24,4.87599993,4.87599993,4.87599993,4.87599993
2007-05-29,4.80800009,4.80800009,4.80800009,4.80800009
2007-05-30,4.82000017,4.82000017,4.82000017,4.82000017
2007-05-31,4.71000004,4.71000004,4.71000004,4.71000004
2007-06-04,4.75500011,4.75500011,4.75500011,4.75500011
2007-06-05,4.78399992,4.78399992,4.78399992,4.78399992
2007-06-06,4.77899981,4.77899981,4.77899981,4.77899981
2007-06-07,4.78299999,4.78299999,4.78299999,4.78299999
2007-06-11,4.71799994,4.71799994,4.71799994,4.71799994
2007-06-12,4.70100021,4.70100021,4.70100021,4.70100021
2007-06-13,4.63800001,4.63800001,4.63800001,4.63800001
2007-06-14,4.63199997,4.63199997,4.63199997,4.63199997
2007-06-18,4.55800009,4.57800007,05.ápr,05.ápr
2007-06-19,4.59700012,4.59700012,4.59700012,4.59700012
2007-06-20,4.66900015,4.66900015,4.66900015,4.66900015
2007-06-21,4.67399979,4.67399979,4.67399979,4.67399979
2007-06-25,4.70300007,4.70300007,4.70300007,4.70300007
2007-06-26,4.80000019,4.80000019,4.80000019,4.80000019
2007-06-27,4.7579999,4.7579999,4.7579999,4.7579999
2007-06-28,4.75699997,4.75699997,4.75699997,4.75699997
2007-07-02,4.79099989,4.79099989,4.79099989,4.79099989
2007-07-05,4.9289999,4.9289999,4.9289999,4.9289999
2007-07-09,4.9000001,4.9000001,4.9000001,4.9000001
2007-07-10,4.91499996,4.91499996,4.91499996,4.91499996
2007-07-11,4.92999983,4.92999983,4.92999983,4.92999983
2007-07-12,4.93900013,4.93900013,4.93900013,4.93900013
2007-07-16,4.92600012,4.92600012,4.92600012,4.92600012
2007-07-17,4.92500019,4.92500019,4.92500019,4.92500019
2007-07-18,4.93499994,4.93499994,4.93499994,4.93499994
2007-07-19,4.94500017,4.94500017,4.94500017,4.94500017
2007-07-23,4.95699978,4.95699978,4.95699978,4.95699978
2007-07-24,4.99300003,4.99300003,4.99300003,4.99300003
2007-07-25,4.97100019,4.97100019,4.97100019,4.97100019
2007-07-26,4.8920002,4.8920002,4.8920002,4.8920002
2007-07-30,4.83300018,4.83300018,4.83300018,4.83300018
2007-07-31,4.92000008,4.92000008,4.92000008,4.92000008
2007-08-01,4.87200022,4.87200022,4.87200022,4.87200022
2007-08-02,4.87200022,4.87200022,4.87200022,4.87200022
2007-08-06,4.80700016,4.80700016,4.80700016,4.80700016
2007-08-07,4.89400005,4.89400005,4.89400005,4.89400005
2007-08-08,4.91900015,4.91900015,4.91900015,4.91900015
2007-08-09,4.74700022,4.74700022,4.74700022,4.74700022
2007-08-13,4.52699995,4.52699995,4.52699995,4.52699995
2007-08-14,4.5710001,4.5710001,4.5710001,4.5710001
2007-08-15,4.01499987,4.01499987,4.01499987,4.01499987
2007-08-16,3.3670001,3.3670001,3.3670001,3.3670001
2007-08-20,2.46399999,2.46399999,2.46399999,2.46399999
2007-08-21,2.89299989,2.89299989,2.89299989,2.89299989
2007-08-22,3.55900002,3.55900002,3.55900002,3.55900002
2007-08-23,3.57500005,3.57500005,3.57500005,3.57500005
2007-08-27,4.23600006,4.23600006,4.23600006,4.23600006
2007-08-28,4.171,4.171,4.171,4.171
2007-08-29,3.85899997,3.85899997,3.85899997,3.85899997
2007-08-30,3.58999991,3.58999991,3.58999991,3.58999991
2007-09-04,4.19899988,4.19899988,4.19899988,4.19899988
2007-09-05,4.24800014,4.24800014,4.24800014,4.24800014
2007-09-06,4.27400017,4.27400017,4.27400017,4.27400017
2007-09-10,3.8829999,3.8829999,3.8829999,3.8829999
2007-09-11,3.90700006,3.90700006,3.90700006,3.90700006
2007-09-12,3.98399997,3.98399997,3.98399997,3.98399997
2007-09-13,3.921,3.921,3.921,3.921
2007-09-17,3.94499993,3.94499993,3.94499993,3.94499993
2007-09-18,3.99399996,3.99399996,3.99399996,3.99399996
2007-09-19,3.89599991,3.89599991,3.89599991,3.89599991
2007-09-20,3.67799997,3.67799997,3.67799997,3.67799997
2007-09-24,3.75399995,3.75399995,3.75399995,3.75399995
2007-09-25,3.75099993,3.75099993,3.75099993,3.75099993
2007-09-26,3.68300009,3.68300009,3.68300009,3.68300009
2007-09-27,3.6099999,3.6099999,3.6099999,3.6099999
2007-10-01,3.77999997,3.77999997,3.77999997,3.77999997
2007-10-02,3.91199994,3.91199994,3.91199994,3.91199994
2007-10-03,3.93199992,3.93199992,3.93199992,3.93199992
2007-10-04,3.93099999,3.93099999,3.93099999,3.93099999
2007-10-09,3.96000004,3.96000004,3.96000004,3.96000004
2007-10-10,4.03599977,4.03599977,4.03599977,4.03599977
2007-10-11,4.03499985,4.03499985,4.03499985,4.03499985
2007-10-15,4.1789999,4.1789999,4.1789999,4.1789999
2007-10-16,4.22800016,4.22800016,4.22800016,4.22800016
2007-10-17,3.94199991,3.94199991,3.94199991,3.94199991
2007-10-18,3.69799995,3.69799995,3.69799995,3.69799995
2007-10-22,3.78999996,3.78999996,3.78999996,3.78999996
2007-10-23,3.95799994,3.95799994,3.95799994,3.95799994
2007-10-24,3.76600003,3.76600003,3.76600003,3.76600003
2007-10-25,3.83800006,3.83800006,3.83800006,3.83800006
2007-10-29,3.93000007,3.93000007,3.93000007,3.93000007
2007-10-30,3.94300008,3.94300008,3.94300008,3.94300008
2007-10-31,3.82800007,3.82800007,3.82800007,3.82800007
2007-11-01,3.75500011,3.75500011,3.75500011,3.75500011
2007-11-05,3.53200006,3.53200006,3.53200006,3.53200006
2007-11-06,3.71000004,3.71000004,3.71000004,3.71000004
2007-11-07,3.41899991,3.41899991,3.41899991,3.41899991
2007-11-08,3.29500008,3.29500008,3.29500008,3.29500008
2007-11-13,3.17000008,3.17000008,3.17000008,3.17000008
2007-11-14,3.3829999,3.3829999,3.3829999,3.3829999
2007-11-15,3.24900007,3.24900007,3.24900007,3.24900007
2007-11-19,3.35100007,3.35100007,3.35100007,3.35100007
2007-11-20,3.21799994,3.21799994,3.21799994,3.21799994
2007-11-26,3.09299994,3.09299994,3.09299994,3.09299994
2007-11-27,3.08899999,3.08899999,3.08899999,3.08899999
2007-11-28,3.01600003,3.01600003,3.01600003,3.01600003
